,Unnamed: 0,text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,username,num_followers,keywords,sentiment,score
54,54,"@MelissaLantsman Incorrect- I come from a generational poverty family. I was also a single parent (grown up) that received $0 in child support and had said child full time. I worked hard, saved hard and pushed hard- I’ve now bought a condo, with no help from anyone, in Victoria.",2022-04-10 13:54:17.771372,1511084514881142787,2022-04-04 20:53:17+00:00,0,0,0,0,heisBrowny,44,Victoria Poverty,Negative,0.3733600080013275
55,55,"@Vickie627 @EndZonerBoner @gopisdirty @PeterBartholo14 @DaniTrump2020 @Randomwatcher51 @Bad_Boy_Jesus @Mountain_Buddy @jerbear714 @LadyOfTheOcean1 @fukit32 @Bigteethyouhave @PridgeWessea @Flattielover @akuscg @Synyster63 @KsLiberal @Frdmlvr3691 @TommyD07868371 @Saggit95 @donnnie @ShellyRKirchoff @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 Cookie do you realize how really, really ridiculous you sound saying things like that.

Inflation is fake?
Gas prices are fake?
The Border chaos is fake?
Afghanistan is fake? 13 DEAD AMERICANS 🤬🤬🤬🤬
Crime wave is fake?

WTF do you all day? Drink?🤦🏻‍♂️",2022-04-10 13:54:18.164858,1513167863758180361,2022-04-10 14:51:46+00:00,6,0,4,0,george_pattons,2770,Victoria Crime,Negative,0.371486097574234
56,56,"@george_pattons @gopisdirty @PeterBartholo14 @DaniTrump2020 @Randomwatcher51 @Bad_Boy_Jesus @Mountain_Buddy @jerbear714 @Vickie627 @LadyOfTheOcean1 @fukit32 @Bigteethyouhave @PridgeWessea @Flattielover @akuscg @Synyster63 @KsLiberal @Frdmlvr3691 @TommyD07868371 @Saggit95 @donnnie @ShellyRKirchoff @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 Taxes
Criminals released 
Crime wave
Hunter
Covid deaths skyrocket
Homeless population growing
The red tsunami",2022-04-10 13:54:18.164858,1513164066654765062,2022-04-10 14:36:41+00:00,2,0,3,2,EndZonerBoner,261,Victoria Crime,Negative,0.3715180456638336
57,57,The Massimos were connected to the Clerkenwell Crime Syndicate through the marriage of actress Victoria Dawn Adams with Don Vittorio Emanuel Massimo https://t.co/rzpvFW5m9O https://t.co/uSXAU2Oioi,2022-04-10 13:54:18.164858,1513070215566958592,2022-04-10 08:23:45+00:00,0,0,1,1,doubleDutchquak,228,Victoria Crime,Negative,0.37140923738479614
58,58,"@gossthegoose @ArtistAffame @DamienEvans7 @AlboMP the social security provided by the government is necessary. Without it crime, child abuse, homelessness all these terrible social ills would be endemic in a large portion of the population, just as it was before. Think of the Victoria era...we do not want to go back to that",2022-04-10 13:54:18.164858,1513044959523352577,2022-04-10 06:43:24+00:00,1,0,1,0,drobwlldiad,5456,Victoria Crime,Negative,0.36656856536865234
59,59,@cesarhfutbol Been to both (sitting in Victoria Block today). Agree. The way they defaced the Azteca is a crime. I was there in ‘09 for the Sabah winner. Best atmosphere I’ve ever seen. It was some Gladiator shit. Ahora…yikes.,2022-04-10 13:54:18.164858,1513029482822594563,2022-04-10 05:41:54+00:00,0,0,2,0,frankreyesvilla,204,Victoria Crime,Negative,0.3644886612892151
60,60,"@amanda_j_porter But in Victoria Police are mostly not there to fight crime, but to suppress protests, mostly climate protesters.",2022-04-10 13:54:18.164858,1512984801560576003,2022-04-10 02:44:21+00:00,1,0,0,0,jennmelb,852,Victoria Crime,Positive,0.34383392333984375
61,61,"@EndZonerBoner @Vickie627 @LadyOfTheOcean1 @Flattielover @DaniTrump2020 @Synyster63 @KsLiberal @Bigteethyouhave @Frdmlvr3691 @TommyD07868371 @Saggit95 @jerbear714 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia So you know your boss is committing a crime and you’re doing nothing about him exploiting them?

Just wow.",2022-04-10 13:54:18.164858,1512974366434201604,2022-04-10 02:02:53+00:00,0,0,0,0,PridgeWessea,1466,Victoria Crime,Negative,0.38355234265327454
62,62,Victoria does not need 1500 new police! Victoria already has more police – by head count – than any other state. This on top of the 3100 extra police last year! Record budgets in spite of the fact that crime is going down across most categories: https://t.co/Ay4fzELCX6,2022-04-10 13:54:18.164858,1512972487654801411,2022-04-10 01:55:25+00:00,1,2,32,11,amanda_j_porter,2170,Victoria Crime,Negative,0.37950488924980164
63,63,"@longjohns1234 @jerbear714 @Saggit95 @gopisdirty @LadyOfTheOcean1 @Flattielover @Synyster63 @KsLiberal @Bigteethyouhave @Frdmlvr3691 @DaniTrump2020 @TommyD07868371 @donnnie @ShellyRKirchoff @akuscg @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia It’s not safe in Tijuana. Very high crime, murders and kidnappings. 

I have 11 Mexican-American grandchildren, a Mexican SOL and a Mexican DIL.",2022-04-10 13:54:18.164858,1512963651308728321,2022-04-10 01:20:18+00:00,0,0,2,0,Vickie627,6124,Victoria Crime,Negative,0.38323870301246643
64,64,@passionmoon @Stephen_Andrew Drivers have not caused the social unrest and crime in Victoria. They are not responsible for destroying city parks. They do not arbitrarily close roads or eliminated access for disabled. October is coming soon.,2022-04-10 13:54:18.164858,1512922085827354626,2022-04-09 22:35:08+00:00,3,0,2,0,Bruce55368227,205,Victoria Crime,Negative,0.36392396688461304
65,65,"Join us in one hour for our true crime deep dive!
Thomas Kelly was an 18 year old from Sydney Australia who was victim to a random on-punch assault as he walked down Victoria Street in Kings Cross, on July 7th. He would never wake up from the attack. Link in replies! https://t.co/SYSLlUJiMo",2022-04-10 13:54:18.164858,1512881293595394058,2022-04-09 19:53:03+00:00,1,0,14,0,itsjoshuamiles,9314,Victoria Crime,Negative,0.36658644676208496
66,66,"@donnnie @TommyD07868371 @Saggit95 @DaniTrump2020 @jerbear714 @Vickie627 @LadyOfTheOcean1 @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @Flattielover @NathanBronson7 @Silver_Strike @KsLiberal @Synyster63 @skeeduu @Bigteethyouhave @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Frdmlvr3691 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 Remember folks, Hillary is a dementia ridden and close to death, but she’s also capable of running a worldwide crime organization and sex trafficking ring from a pizza parlor. 

Just like how Biden is weak but can still also single handedly stop a GWB SC nom from the Senate lol.",2022-04-10 13:54:18.164858,1512858938743541766,2022-04-09 18:24:13+00:00,3,0,2,0,xxintrfly,15,Victoria Crime,Negative,0.38402336835861206
67,67,"(3)

beatrix sanchez
- 4th yr college
- bs nursing
- partner in crime ni maze sa bardagulan
- she likes possessive guys 

victoria ramirez

- 4th yr college
- bs nursing
- the straightforward sa grupo. social butterfly sa grupo.
- she likes sexy things https://t.co/cSdpdDidW6",2022-04-10 13:54:18.164858,1512806875905261570,2022-04-09 14:57:20+00:00,1,0,1,0,woodsimon66,1356,Victoria Crime,Negative,0.3601495325565338
68,68,@victoria_racing all i need to know is a pathological liar #morrisin morrison is in charge of an undemocratic crime gang aka the LNP-IPA-murdoch party.  morrisons LibNats have to go asap. Then Fed ICAC and RC into msm in Oz vital. morrison is a crook #auspol #ScottyThePathologicalLiar #PrayerRoom,2022-04-10 13:54:18.164858,1512723498497560577,2022-04-09 09:26:01+00:00,1,0,2,1,TommyD07868371,271,Victoria Crime,Negative,0.3597351312637329
69,69,"@KsLiberal @Synyster63 @JeffPJohnson2 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @Flattielover @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @Vickie627 @Bigteethyouhave @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @LadyOfTheOcean1 @Frdmlvr3691 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @jerbear714 @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 @BernFost1 Obstruction of Justice in an investigation of a crime that did not exist… Wait, it wasn’t a criminal nap investigation…",2022-04-10 13:54:18.164858,1512720528691404800,2022-04-09 09:14:13+00:00,1,0,2,0,SaveThe_Ukraine,131,Victoria Crime,Negative,0.3968570828437805
70,70,"@Flattielover @Vickie627 @jerbear714 @KsLiberal @Frdmlvr3691 @mmEyeNewMe @TommyD07868371 @donnnie @LadyOfTheOcean1 @Saggit95 @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @Synyster63 @skeeduu @PridgeWessea @Bigteethyouhave @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 @BernFost1 Most definitely if Lawmakers determine 
The crime committed should be denied bail.
Quit😢over Trump
Supporters all arrested
Are adults and knew they were breaking laws. Trump His 👪 and Enablers will to be charged. Most time sentenced so far 63 months.
https://t.co/NbzUebeizk",2022-04-10 13:54:18.164858,1512707434170757125,2022-04-09 08:22:11+00:00,0,0,2,1,gordonne279,30,Victoria Crime,Negative,0.38325202465057373
71,71,"@CliffordHayesMP @VictoriaPolice Not just murderers, but anyone accused of a crime can simply refuse to cooperate with Victoria police and the matter will be dropped. The precedent has been set.",2022-04-10 13:54:18.164858,1512702202389069826,2022-04-09 08:01:24+00:00,0,0,0,0,ZeraFoxGibbon,152,Victoria Crime,Negative,0.3665935695171356
72,72,@bizarrobrain Completely forgetting the moms across America shopping with their kiddos in Victoria's Secret at every mall throughout the 80s-90s. But that was not damaging... looking like Conan the Barbarian or McGruff the Crime Dog is what'll mess up those kids. Because gayz. Very smart. https://t.co/8ZoaXZnvm6,2022-04-10 13:54:18.164858,1512656254623170561,2022-04-09 04:58:49+00:00,1,0,2,0,Covid_Stinks,161,Victoria Crime,Negative,0.37553325295448303
73,73,"Stephen, can you talk about Crime &amp; Disorder in Victoria, &amp; your stance on this. Maybe you can “pop in” to CFAX? Adam could ask you questions about your platform? … &amp; then you two can contract that with the ABYSMAL JOB done by the current Clowncil @Stephen_Andrew",2022-04-10 13:54:18.164858,1512635317957718018,2022-04-09 03:35:37+00:00,1,0,1,0,Disgruntledddd,22,Victoria Crime,Neutral,0.3737349510192871
74,74,@Voice4Victoria Obstruction of justice is in itself a crime. They all should have been hauled to the cop shop and charged one way or the other. Cooperate on the investigation or be charged for obstruction of justice. I guess corruption runs deep in Victoria. 🤦‍♀️,2022-04-10 13:54:18.164858,1512613317600169989,2022-04-09 02:08:12+00:00,0,0,1,1,Vicadvocate,10308,Victoria Crime,Positive,0.364504337310791
75,75,"VICTORIA – A 42-year-old Victoria man was arrested April 7on a warrant charging him with prostitution or other for pay or soliciting a person younger than 18 years old, accord to arrest records. https://t.co/e00iLSD5O6",2022-04-10 13:54:18.164858,1512611276622606340,2022-04-09 02:00:05+00:00,0,0,0,0,MoCoArrests,105,Victoria Crime,Negative,0.341814786195755
76,76,"VICTORIA CELESTE COOPER WAS BOOKED INTO THE MONTGOMERY COUNTY JAIL IN #ClarksvilleTN ON 2022-04-04 ON CHARGES INCLUDING: DOMESTIC ASSAULT #ClarksvilleArrests
https://t.co/kMUWeUFi8o https://t.co/mHWkUYjF1Z",2022-04-10 13:54:18.164858,1512596919293558790,2022-04-09 01:03:02+00:00,0,0,0,0,VinceGottalotta,7547,Victoria Crime,Neutral,0.3660891056060791
77,77,"@KsLiberal @TommyD07868371 @Synyster63 @JeffPJohnson2 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @Flattielover @NathanBronson7 @Silver_Strike @skeeduu @PridgeWessea @Vickie627 @Bigteethyouhave @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @LadyOfTheOcean1 @Frdmlvr3691 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @jerbear714 @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 @BernFost1 That’s absolutely what the report says.

Because it fails to establish that any crime was committed.

You’re not presume to guilty and tell Robert Mueller says otherwise.

Mueller came up zero. He sucks dog",2022-04-10 13:54:18.164858,1512584883327193089,2022-04-09 00:15:13+00:00,1,0,3,0,JeffPJohnson2,3,Victoria Crime,Negative,0.39701545238494873
78,78,"@TommyD07868371 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @Flattielover @NathanBronson7 @Silver_Strike @KsLiberal @Synyster63 @skeeduu @PridgeWessea @Vickie627 @Bigteethyouhave @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @LadyOfTheOcean1 @Frdmlvr3691 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @jerbear714 @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 @BernFost1 Yeah, figured you didn't read it. I'm just waiting for the Russian collusion hoax BS because Manafort taking Cambridge analytica data to Russian assets isn't fucking collusion. Oh, collusion isn't a crime. You people are dumb as fucking hell.",2022-04-10 13:54:18.164858,1512575019657932800,2022-04-08 23:36:01+00:00,4,0,0,0,DonnaPe07223067,5,Victoria Crime,Negative,0.3894464373588562
79,79,"@Flight1917 Yes, he did that and truly showed who is is. My guess is with his church and $15,000,000 house, he could have offered shelter to many. But then, the carpet would get dirty and Victoria's hotel suite would be an inconvenience at best. https://t.co/fRE3Tl2BKM",2022-04-10 13:54:18.557148,1513209130760253442,2022-04-10 17:35:45+00:00,0,0,1,0,JEBF07,1952,Victoria Shelter,Negative,0.372171014547348
80,80,"Thanks to M.A. S. Group! They joined Leo States Ukraine and created a master plan for our project free of charge. The owner Victoria Ryabokon promised to do everything to build a quality shelter for people who are forced to start a new life 🇺🇦

#leostatesukraine #refugee #ukraine https://t.co/8zIj9cxYCT",2022-04-10 13:54:18.557148,1513153339718082567,2022-04-10 13:54:03+00:00,0,0,0,0,LeoStatesUA,2,Victoria Shelter,Negative,0.366506963968277
81,81,"@DaniTrump2020 @PridgeWessea @VinceGottalotta @KsLiberal @Synyster63 @LadyOfTheOcean1 @Bigteethyouhave @Frdmlvr3691 @TommyD07868371 @Saggit95 @jerbear714 @Vickie627 @donnnie @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @skeeduu @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 Exactly!  The drug problems, the mentally ill who are unable to care for themselves, our vets, and everyone else who can’t feed or shelter themselves.",2022-04-10 13:54:18.557148,1512962537360351233,2022-04-10 01:15:53+00:00,1,0,3,1,Flattielover,2294,Victoria Shelter,Negative,0.38686901330947876
82,82,"Listen to the Language of the Trees by Tera Kelley &amp; art by @MarieHermansson 
Murder Among Friends by Candace Fleming
Sanctuary: Kip Tiernan and Rosie’s Place, the Nation’s First Shelter for Women by @cmcdonnellbooks  &amp; art by Victoria Tentler-Krylov",2022-04-10 13:54:18.557148,1512889059114471434,2022-04-09 20:23:54+00:00,1,0,1,0,JustTakesOne1,273,Victoria Shelter,Negative,0.3784649670124054
83,83,"@Flattielover @Frdmlvr3691 @DaniTrump2020 @TommyD07868371 @Saggit95 @jerbear714 @Vickie627 @donnnie @LadyOfTheOcean1 @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @Synyster63 @skeeduu @PridgeWessea @Bigteethyouhave @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 It’s National Volunteer month and having volunteered at my shelter I can tell you… they do not let you take them all home no matter how much you beg! 

Shelters got nailed at the end of the pandemic and they’d love the help! https://t.co/CCOpQjMBHS",2022-04-10 13:54:18.557148,1512850889383587840,2022-04-09 17:52:14+00:00,2,0,3,2,KsLiberal,537,Victoria Shelter,Negative,0.3859182596206665
84,84,"@Frdmlvr3691 @DaniTrump2020 @TommyD07868371 @Saggit95 @jerbear714 @Vickie627 @donnnie @LadyOfTheOcean1 @ShellyRKirchoff @akuscg @gopisdirty @PalusoSonny @SpongebobBirth @TheDaveWeinbaum @BC_Missy @victoria_roark @NathanBronson7 @Silver_Strike @KsLiberal @Synyster63 @skeeduu @PridgeWessea @Bigteethyouhave @NatForTrump2024 @Jetson77 @PhilipEMSkinne1 @newsjunky2 @Kittie_Svengali @SaveThe_Ukraine @sd_usn @JoeBro20802650 @CunningMarshal @PeterBartholo14 @SuP3rK @NanetteDonnelly @VinceGottalotta @mmEyeNewMe @chriscr66024638 @RushvilleRockit @Sembrouthes @giddy_bunny @RonVarney3 @jeff77531528 @Emma34770971 @ItsBT50 @cbessex @CapJ2021 @gurleysgrl @GinniaDivinia @Annie20554592 My biggest disappointment is now that I have time, I don’t volunteer at our animal shelter.  I would love it, but can’t afford to support my weakness.  I would have more dogs than I could care for properly.  If I had lots of space, I would indulge.  We got ours 3 weeks ago.",2022-04-10 13:54:18.557148,1512841426115125249,2022-04-09 17:14:37+00:00,4,0,4,0,GFenburn,6,Victoria Shelter,Negative,0.38692256808280945
85,85,@Laceybe52576557 @KtDales @coxey3492 @JClerides @JeanetteAshe @kennedystewart Queen Vic on 3rd is a couple of hundred meters from a supportive housing at 1st and Victoria and a homeless shelter.,2022-04-10 13:54:18.557148,1512832957358088192,2022-04-09 16:40:58+00:00,1,0,0,0,davidclowery,10731,Victoria Shelter,Negative,0.38153114914894104
86,86,"Victoria State Bryant State Park GA, has a long wire with transformer and coax built into picnic shelter #1.  Not sure if you can see it from the photos. I can tune it down to 160m. #hamradio #POTA. Currently on 4OM https://t.co/VjAh2GCBKk",2022-04-10 13:54:18.557148,1512488867622014985,2022-04-08 17:53:41+00:00,3,0,11,2,LethLostPets,1036,Victoria Shelter,Negative,0.3498763144016266
87,87,"Beige &amp; Grey Shih-tzu Dog FOUND at Victoria Park SOUTH - To claim, please call Shelter 403-320-4099 to make an appointment. Bring Proof of Ownership https://t.co/pTIJDH2Lpw Please RT #YQL https://t.co/RKPRyqEuPD",2022-04-10 13:54:18.557148,1512232738354438144,2022-04-08 00:55:55+00:00,0,0,0,1,fabandfamous1,132,Victoria Shelter,Neutral,0.38798001408576965
88,88,"@Adam_Stirling 2 things that struck me most that he said:

People who shelter in Victoria are treated TOO WELL, i.e., 2 meals a day delivered to tents. (The word is out)

99% of those sheltering are addicted.",2022-04-10 13:54:18.557148,1512167235736924160,2022-04-07 20:35:38+00:00,1,0,4,0,charmchris3,1932,Victoria Shelter,Negative,0.3638806641101837
89,89,"@seancondev Living in Victoria, is like being in a relationship of domestic violence, Andrews decides who you can see &amp; when, intimidates, harrasses &amp; abuses, except this is one where there is no way to sever the relationship, no womens shelter, &amp; a relationship we never consented to.#RIPVIC",2022-04-10 13:54:18.557148,1512149162250293248,2022-04-07 19:23:49+00:00,0,0,4,2,DCN_Canada,8903,Victoria Shelter,Negative,0.3646678030490875
90,90,".@IntervalHamOnt recently announced it has renamed its west Hamilton women’s shelter in honour of @LIUNA executive Victoria Mancinelli, citing her leadership on women’s empowerment in the community and her personal support and LIUNA’s for the shelter. https://t.co/oZ9C3RHURr https://t.co/HSHP1hLNSg",2022-04-10 13:54:18.557148,1512102915988766727,2022-04-07 16:20:03+00:00,0,0,12,4,moralconstit,68,Victoria Shelter,Negative,0.37115731835365295
91,91,@CharlesBodi @BC_Housing @CityOfVictoria @Adam_Stirling And then let the provincial government open up a shelter outside victoria and spread the madness around? Open up a OPs site and SRo in Oak Bay/ Saanich/ Sydney or Mill@Bay and give victoria a break. If we build it they will come.,2022-04-10 13:54:18.557148,1512065520937234440,2022-04-07 13:51:27+00:00,0,0,1,0,JimMcMaster11,561,Victoria Shelter,Negative,0.34116509556770325
92,92,"The Functional  Victoria Tunnel - a coal waggonway running under Newcastle Town Moor to the Tyne. Opened today 1842 transported coal, Pit to river. It changed function during the WWII when it was used a bomb shelter (see Civil Defence plan) #365in2022 @sonyaphotoart https://t.co/PHp7eJSLvt",2022-04-10 13:54:18.557148,1512044890162663427,2022-04-07 12:29:28+00:00,1,1,36,5,joansvoice,191,Victoria Shelter,Negative,0.378330796957016
93,93,"@CanadianTCpod Most of the world's Indigenous don't know their culture or speak their languages bcuz their conquerers offered no welfare, no food and no shelter. Cda's Indigenous were made wards of the Crown by Queen Victoria under the BNA so they would not starve.",2022-04-10 13:54:18.557148,1512012187954561024,2022-04-07 10:19:32+00:00,0,0,0,0,CKXS,3895,Victoria Shelter,Negative,0.3577788174152374
94,94,"Local residents will once again have a chance to weigh in on the location of a new temporary emergency homeless shelter. 
It’s the second of two information sessions about the new site in the former Victoria Park public school on Murray St. 

READ MORE: https://t.co/NZAAgyq3Fu https://t.co/uJqe4rNrtf",2022-04-10 13:54:18.557148,1511672837601480704,2022-04-06 11:51:04+00:00,0,0,0,0,BeaconHillFolks,1072,Victoria Shelter,Negative,0.38326296210289
95,95,"People should know, with the Mats cut back. The shelters are full and turning people away. People now in Victoria have no option other than to shelter in tents.Until we have enough availability, we need to give them a safe place to do that.",2022-04-10 13:54:18.557148,1511532818215538689,2022-04-06 02:34:41+00:00,1,0,12,3,rajumudhar,4559,Victoria Shelter,Negative,0.3754132091999054
96,96,Here's Victoria's great article that goes into more details about the issues here. https://t.co/ZBaL6PKN0k,2022-04-10 13:54:18.557148,1511442067599331328,2022-04-05 20:34:04+00:00,0,0,0,0,tpasengland,8231,Victoria Shelter,Neutral,0.38945987820625305
97,97,Thank you to @Simplicitly for bringing us together and @Victoria_Spratt for featuring our call along with @Shelter @GrenfellUnited @natfednews @hqn_news @jrf_uk and many more organisations calling for new social housing laws now. https://t.co/vdd0lUGbkq #ukhousing https://t.co/vm3ODj8Zy2,2022-04-10 13:54:18.557148,1511347450996527113,2022-04-05 14:18:06+00:00,0,0,7,4,Jules_2010,2139,Victoria Shelter,Negative,0.38131433725357056
98,98,"SAD NEWS 😿😿Black, intact Male, domestic short-hair Cat, found deceased in Victoria Park SOUTH.😿File # 56102 (Call Shelter 403-320-4099 for more information)  
https://t.co/levLDbZs67 #YQL https://t.co/1O0DFbjV2i",2022-04-10 13:54:18.557148,1511224747677212672,2022-04-05 06:10:31+00:00,0,0,0,1,JustmeDarlene,625,Victoria Shelter,Negative,0.3603430688381195
99,99,"A5467037 ✰ WOOFY -3/22/22-
😢OWNER SURRENDER😢🚨RESCUE ONLY🚨
🚨 Needs a FOSTER and RESCUE now. 🚨
He's only 8 months old and so beautiful.

A5467037 (Rescue Only): Woofy

Carson Shelter - 310-523-9566
216 W Victoria St. Gardena, CA 90248

https://t.co/0bhdwmDd7S",2022-04-10 13:54:18.557148,1511144576312090632,2022-04-05 00:51:57+00:00,1,0,0,0,harperingon,2909,Victoria Shelter,Negative,0.38877591490745544
100,100,"9YR OLD ROSCO #A5464109 IS GOING TO DIE TODAY IF HE ISN'T OUT BY THE END OF THE DAY 4PM. THERE WILL BE NO MORE EXTENSIONS... THIS IS IT!! NEEDING A FOSTER OR RESCUE TO SAVE HIS LIFE!!

He's at the
Carson Shelter
216 W Victoria Street
Gardena, California 90248
310-523-9566 https://t.co/UucxViXIgn",2022-04-10 13:54:18.557148,1511012979466248199,2022-04-04 16:09:02+00:00,5,3,25,34,VictoriaStar,158,Victoria Shelter,Negative,0.37512001395225525
101,101,@seanygravy @Gemmaaniice still got tent city under the arndale or the spice statues around victoria ?,2022-04-10 13:54:18.764187,1513115781323759624,2022-04-10 11:24:49+00:00,0,0,0,0,pfin11,137,Victoria Tent,Negative,0.35596007108688354
