text,scrape_time,tweet_id,created_at,reply_count,quote_count,like_count,retweet_count,geo_full_name,geo_id,username,num_followers,search_keywords,search_neighbourhood,sentiment,score
"Thinking about selling your home? Get your seller guide today and learn about the process of home selling!

Chris Alberto
Real Estate Agent
Service Fairfield and New Haven Counties https://t.co/sZM3yu3xK0 https://t.co/xGRZMZJES1",2022-08-22 19:17:15.701586,1561347896024469504,2022-08-21 13:42:01+00:00,0,0,0,0,,,JamesNayRVA,32,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.38370481133461
"Beautiful property in Highland Park waiting for a builder or buyer who wants to build their dream home. Co-listed with Laurie Field. #CarlyJonesEV #HighlandPark #Land #ForSale

Carly Jones
Engel &amp; Völkers Chicago North ... https://t.co/m2uVHKRIZa https://t.co/sTTWy2EIIz",2022-08-22 19:17:15.701593,1561341477367717889,2022-08-21 13:16:31+00:00,0,0,0,0,,,wilkre,433,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.42349502444267273
"You must see the stunning updates of this charming colonial revival in North Highland Park. This entire home was professionally and tastefully renovated with NEW EVERYTHING in 2018. 

🛏️ 3 Bed
🛁 3 Bath
📐 1,144 Sq. ft 🏡

#rivercityelite #jamesnay #RVA #realestate #RVArealty https://t.co/RgElSD629h",2022-08-22 19:17:15.701600,1561324263017160704,2022-08-21 12:08:06+00:00,0,0,0,0,,,JazzyG23629057,100,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.43895795941352844
"5803 Arthur St, Hollywood, FL 33021

 For Sale $480000 Charming home 2 Bedrooms-2 Bathrooms, with open kitchen, tastefully done, Impact windows, new A/C, new roof, renovated home! Plenty of room to park RV, boat, or any of your outdoor storage neces…
https://t.co/7aP4diUr69 https://t.co/vtAiqYDWJD",2022-08-22 19:17:15.701607,1561293101922140161,2022-08-21 10:04:17+00:00,0,0,0,0,,,official_lesdog,4211,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.42137816548347473
"5803 E Arthur St, Hollywood, FL 33021

 For Rent $2350 Charming home 2 Bed- 2 complete Bathroom, with open kitchen. Tastefully done. Impact windows with new A/C, New Roof, with plenty of room to park, and with a large backyard. Partially furnished. …
https://t.co/vwjYMCZMIq https://t.co/nQKksw3dsC",2022-08-22 19:17:15.701613,1561278829720641540,2022-08-21 09:07:34+00:00,0,0,0,0,,,WeHoLove,35611,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.43497902154922485
Fair play to the North Caulfield lads for staying around at Esther Park tonight after the game. Lot's of teams head off home straight after the game so well done. Great for football community spirit especially as they have further to go than most other teams in the league.,2022-08-22 19:17:15.701630,1561259441902628866,2022-08-21 07:50:32+00:00,1,0,1,0,,,SCRAPDIRTY,12507,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.39841228723526
"City of West Hollywood to Host 'NextGen Summer Social' at the New West Hollywood Park Aquatic and Recreation Center Respite Deck Overlooking the City on Monday, August 29 https://t.co/g7YaniJ8j8 https://t.co/AuGHKnslIW",2022-08-22 19:17:15.701638,1561239210291445760,2022-08-21 06:30:08+00:00,0,0,3,0,,,KFBknights,1913,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.4082176387310028
"Roomy 4 bedroom, 2 full bath single story in a nice neighborhood. Cute, fenced front patio. Large living/dining room combo. Spacious family...

Click here for details:
https://t.co/Z6I3vmhg6G https://t.co/impmNtvmof",2022-08-22 19:17:15.701644,1561238009374248965,2022-08-21 06:25:22+00:00,0,0,0,0,,,Anggel_Sports77,0,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.4370562732219696
"Green vs. Fairfield Christian Academy | Varsity Football 2022
🔴 Please Watch Live Here 👉 https://t.co/GGlrflRhXO
The Fairfield Christian Academy (Lancaster, OH) varsity football team has a home non-conference game vs. Green (Franklin Furnace, OH) on Saturday, August 20 @ 7p. https://t.co/LTUjWQqb8D",2022-08-22 19:17:15.701651,1561159130043547649,2022-08-21 01:11:56+00:00,0,0,0,0,,,dayton247now,28541,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.35940665006637573
@Mrgunsngear via oregon live -A Multnomah County grand jury on Thurs returned a murder indictment against a private security guard who wasn’t certified to carry a gun on the job for fatally shooting a customer in the parking lot of the Lowe’s Home Care Center near North Portland’s Delta Park.,2022-08-22 19:17:15.701658,1561157794136571904,2022-08-21 01:06:37+00:00,0,0,7,1,,,DooIeyTM,58,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Positive,0.3905545473098755
"KFB: 3-0 on opening week.  

Freshman beat Fairfield Wednesday and JV finishes off the week with a big win @ Sycamore today.

JH kicks off their season Wed vs Little Miami at home and the HS teams play Turpin Friday and Saturday.

#ArmorUp https://t.co/yZeOh58k87",2022-08-22 19:17:15.701665,1561154569626947586,2022-08-21 00:53:48+00:00,0,0,36,5,,,ParkRangerJohn,4522,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.44521984457969666
"Green vs. Fairfield Christian Academy | Varsity Football 2022
🔴 Please Watch Live Here 👉 https://t.co/GGlrflRhXO
The Fairfield Christian Academy (Lancaster, OH) varsity football team has a home non-conference game vs. Green (Franklin Furnace, OH) on Saturday, August 20 @ 7p. https://t.co/wSMy3JScH4",2022-08-22 19:17:15.701675,1561154519542923264,2022-08-21 00:53:36+00:00,0,0,0,0,,,FlyinAdamBadger,1498,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.35962870717048645
"Fairfield Christian Academy vs Green ~ High School Football 🔴 Live Stream
Watch Live Game ⏸️ https://t.co/H3BTGAvlih
The Fairfield Christian Academy (Lancaster, OH) varsity football team has a home non-conference game vs. Green (Franklin Furnace, OH) today @ 7p.",2022-08-22 19:17:15.701683,1561148420752289792,2022-08-21 00:29:22+00:00,0,0,0,0,,,haysoffy,143,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.3660089373588562
"2 arrested after SWAT team is called to home in Fairfield Township.
https://t.co/WmYdS52kaL",2022-08-22 19:17:15.701690,1561141027464945670,2022-08-21 00:00:00+00:00,0,0,0,0,,,diqiwijaya20,205,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Positive,0.3824697732925415
"Green vs. Fairfield Christian Academy | Varsity Football 2022
🔴 Please Watch Live Here 👉 https://t.co/GGlrflRhXO
The Fairfield Christian Academy (Lancaster, OH) varsity football team has a home non-conference game vs. Green (Franklin Furnace, OH) on Saturday, August 20 @ 7p. https://t.co/IAoNhKFIIO",2022-08-22 19:17:15.701697,1561140002452828160,2022-08-20 23:55:55+00:00,0,0,0,0,,,Hewanpedia,125,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.3601939082145691
"Another day, another chalkboard. 

This time I have done @First_Watch at Fairfield, Houston. All that leaves me is My home store Towne Lake,Boardwalk!

Can’t wait to show you it tomorrow along side a video of the process!

Font: Hello Headline https://t.co/u0ld5z8nHS",2022-08-22 19:17:15.701704,1561138529220104194,2022-08-20 23:50:04+00:00,0,0,0,0,First Watch,13712324d1546000,imalitaBLITAR,122,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.3866986632347107
2022 North Cascades National Park Camping Guide https://t.co/9LGdBWHa27 #Travel #NationalPark,2022-08-22 19:17:15.701713,1561134111632379904,2022-08-20 23:32:31+00:00,0,0,1,0,,,HIMAE_UNJA,192,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.3574881851673126
"Warbird Aviation Art is now available at Bunker 27, a retail chain that just opened its first mall location at the Fairfield Commons Mall in Beaver Creek, Ohio, near Wright-Patterson Air Force Base. @genavnews https://t.co/4c5d4gNi6f",2022-08-22 19:17:15.701720,1561132928461152258,2022-08-20 23:27:49+00:00,0,0,0,0,,,anisasubagja,148,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.4041856527328491
"Green vs. Fairfield Christian Academy | High-School Football Live Stream
Watch Live: https://t.co/4FPMUqEWw6
The Fairfield Christian Academy (Lancaster, OH) varsity football team has a home non-conference game vs. Green (Franklin Furnace, OH) today @ 7p.",2022-08-22 19:17:15.701726,1561130472239144960,2022-08-20 23:18:03+00:00,0,0,0,0,,,FebiValentinaV1,0,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.3743014633655548
"Green vs Fairfield Christian Academy - High School Football  Live Stream
🔴 Live Broadcast 🔗 https://t.co/gkLlzJrPvE
The Fairfield Christian Academy (Lancaster, OH) varsity football team is at their home non-conference game vs. Green (Franklin Furnace, OH).",2022-08-22 19:17:15.701736,1561129748729802752,2022-08-20 23:15:11+00:00,0,0,0,0,,,HSSport344,228,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.36877259612083435
"Green vs. Fairfield Christian Academy | High-School Football Live Stream
Live On: https://t.co/yQocxDJSrh
The Fairfield Christian Academy (Lancaster, OH) varsity football team has a home non-conference game vs. Green (Franklin Furnace, OH) today @ 7p.",2022-08-22 19:17:15.701743,1561129531024736256,2022-08-20 23:14:19+00:00,0,0,0,0,,,4K60571320,6,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.3698292076587677
"Green vs. Fairfield Christian Academy | High-School Football Live Stream
Live On: https://t.co/mSEpBFlbwF
The Fairfield Christian Academy (Lancaster, OH) varsity football team has a home non-conference game vs. Green (Franklin Furnace, OH) today @ 7p.",2022-08-22 19:17:15.701750,1561129467233587200,2022-08-20 23:14:04+00:00,0,0,0,0,,,OnbolsportsRii,304,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.3725776970386505
"Green vs. Fairfield Christian Academy | High-School Football Live Stream
Live On: https://t.co/JKoongaQA2
The Fairfield Christian Academy (Lancaster, OH) varsity football team has a home non-conference game vs. Green (Franklin Furnace, OH) today @ 7p.",2022-08-22 19:17:15.701757,1561129445121212416,2022-08-20 23:13:58+00:00,0,0,0,0,,,Tammileetips,80626,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.368347704410553
"Green vs. Fairfield Christian Academy | High-School Football Live Stream
Live On: https://t.co/9SmwtOz2zu
The Fairfield Christian Academy (Lancaster, OH) varsity football team has a home non-conference game vs. Green (Franklin Furnace, OH) today @ 7p.",2022-08-22 19:17:15.701763,1561129405275025408,2022-08-20 23:13:49+00:00,0,0,0,0,,,StarOneRealtors,1167,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.3689568042755127
"Green vs Fairfield Christian Academy | Ohio High School Football LIVE STREAM
LIVE Online Game Description 🔴⏩ https://t.co/Yl1Ke2Xc6S
The Fairfield Christian Academy (Lancaster, OH) varsity football team has a home non-conference game vs. Green (Franklin Furnace, OH) today @ 7p.",2022-08-22 19:17:15.701773,1561128744097845249,2022-08-20 23:11:11+00:00,0,0,0,0,,,FMempl,2,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.3606071472167969
"Green vs Fairfield Christian Academy- High School Football Live Stream
🔴 Live Broadcast Here ➡️ https://t.co/hR1ISvlNhW
The Fairfield Christian Academy (Lancaster, OH) varsity football team is at their home non-conference game vs. Green (Franklin Furnace, OH).",2022-08-22 19:17:15.701780,1561128294753648640,2022-08-20 23:09:24+00:00,0,0,0,0,,,RitaBroils,58,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.36639314889907837
"North Clayton vs. Riverdale | High-School Football Live Stream
Watch Live: https://t.co/4FPMUqEWw6
The Riverdale (GA) varsity football team has a home conference game vs. North Clayton (College Park, GA) today @ 12p.",2022-08-22 19:17:15.701789,1561128065966952449,2022-08-20 23:08:29+00:00,0,0,0,0,,,Liverpool742920,3,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (anawim house OR cool aid society OR homelessness services association of bc OR rentsmart OR the cridge centre for the family OR umbrella society OR victoria ready OR encampment OR people with lived experience OR temporary shelter OR camping OR home OR social housing) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.37431272864341736
GOiNG TO WATCH TV WAS WATCHiNG SOME iNTERESTiNG ViDEOS ON YOU TUBE SAD WHAT HAPPENiNG iN WEST HOLLYWOOD THOSE PEOPLE GOiNG CRAZY JACKiNG OFF AT THE PARK ON THE STEPS BUGGiNG HOMELESS PEOPLE YELLiNG KARENS BUNDLED WiTH SOME SANDYS SHOPPiNG CARTS ETC SERMONS FROM PARK BENCHES ETC,2022-08-22 19:17:18.161009,1561499758086086657,2022-08-21 23:45:28+00:00,0,0,0,0,,,SeaRobRun,10,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aryze developments OR district of north saanich OR island health OR restorative justice victoria OR the existence project OR united way southern vancouver island OR victoria sexual assault centre OR encampments OR person experiencing homelessness OR tiny town OR collude OR homeless OR social problem) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Negative,0.35929566621780396
Current property manager in City Heights that is a know Coyote that uses the building to traffic folks. North Colinas Park on 53rd street. Adding to the homeless problem by evicting POC https://t.co/XLXLXFZYyK,2022-08-22 19:17:18.161018,1561408907456626689,2022-08-21 17:44:27+00:00,0,0,0,1,,,Janetma83468980,6,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aryze developments OR district of north saanich OR island health OR restorative justice victoria OR the existence project OR united way southern vancouver island OR victoria sexual assault centre OR encampments OR person experiencing homelessness OR tiny town OR collude OR homeless OR social problem) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Positive,0.3595818281173706
"If you live in council district 13, which is much of Silver Lake, Echo Park, Hollywood, etc (it’s HUGE!), do NOT NOT NOT vote for Mitch O’Farrell.

Reminder: He violently removed the homeless from Echo Park Lake + a bunch of other bad things I can go on about",2022-08-22 19:17:18.161050,1561093381379354624,2022-08-20 20:50:40+00:00,0,0,0,0,,,ViralNewsNYC,22440,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aryze developments OR district of north saanich OR island health OR restorative justice victoria OR the existence project OR united way southern vancouver island OR victoria sexual assault centre OR encampments OR person experiencing homelessness OR tiny town OR collude OR homeless OR social problem) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Positive,0.36342722177505493
"Catholic Charities serves Fairfield County with programs that feed the hungry and homebound, shelter the homeless, strengthen families, assist with physical and mental health, and deliver consultation and assistance to immigrants. 

Learn more: https://t.co/6stI32NxgK https://t.co/QULkggwYPC",2022-08-22 19:17:18.161078,1560369463387725829,2022-08-18 20:54:04+00:00,0,0,1,1,,,beastlyfido,127,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aryze developments OR district of north saanich OR island health OR restorative justice victoria OR the existence project OR united way southern vancouver island OR victoria sexual assault centre OR encampments OR person experiencing homelessness OR tiny town OR collude OR homeless OR social problem) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.4151301383972168
@carldemaio Isn’t that the homeless guy who walks with a briefcase through North Park and Hillcrest and has done so for over a decade?,2022-08-22 19:17:18.161087,1560093902866042881,2022-08-18 02:39:06+00:00,1,0,3,1,,,SD_UptownNews,1859,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aryze developments OR district of north saanich OR island health OR restorative justice victoria OR the existence project OR united way southern vancouver island OR victoria sexual assault centre OR encampments OR person experiencing homelessness OR tiny town OR collude OR homeless OR social problem) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Positive,0.37935200333595276
@bgmasters Blake we have a huge homeless problem here in Arizona. Just by the park by my house we had a homeless man stabbed to death at 5pm in the afternoon by another homeless man. We have no police presence here. No one is doing a thing about this. https://t.co/sg3n8oQ9iv,2022-08-22 19:17:18.161108,1559961435395932160,2022-08-17 17:52:43+00:00,0,0,0,0,,,highcountrynews,51612,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (aryze developments OR district of north saanich OR island health OR restorative justice victoria OR the existence project OR united way southern vancouver island OR victoria sexual assault centre OR encampments OR person experiencing homelessness OR tiny town OR collude OR homeless OR social problem) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Positive,0.3874197006225586
@iankenmoore I usually go to the layby pit car park and head up to North Lake if it's a daytime trip.... quiet up there. Looks like we're all miserable sods.,2022-08-22 19:17:20.575737,1561392235534589952,2022-08-21 16:38:12+00:00,0,0,2,0,,,JonAndrewsBirds,77,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (avi OR district of saanich OR literacy victoria OR rotary club of victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria women in need OR front line OR pit OR #povertypimps OR collusion OR homelessness OR social structure) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Positive,0.3802061080932617
@paulapoundstone I hope there was someone on the Downtown Theatre staff in Fairfield who knows what the numbers on the stage were about. I kind of suspect that the front part of the stage is removable and covers up an orchestra pit. But the numbers?,2022-08-22 19:17:20.575751,1561248827536838656,2022-08-21 07:08:21+00:00,0,0,0,0,,,Bgbruening,374,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (avi OR district of saanich OR literacy victoria OR rotary club of victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria women in need OR front line OR pit OR #povertypimps OR collusion OR homelessness OR social structure) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Positive,0.34654107689857483
Three days and approximately 100 meaningful contacts made in North Park and Hillcrest this week to individuals experiencing homelessness. More than a dozen agencies participated in this week’s Coordinated Outreach event. https://t.co/GxMUclv5UN,2022-08-22 19:17:20.575762,1560416037597810692,2022-08-18 23:59:09+00:00,11,1,37,5,,,CityofSanDiego,32492,(900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout) (avi OR district of saanich OR literacy victoria OR rotary club of victoria OR the homeless ideas podcast OR vancouver island mental health society OR victoria women in need OR front line OR pit OR #povertypimps OR collusion OR homelessness OR social structure) lang:en -is:retweet,900-block pandora avenue OR fairfield OR hollywood park OR north park OR quadra village OR selkirk trestle OR tsawout,Neutral,0.4299425780773163
